"RIL-seq RNA pairs identified in E. coli (stationary phase) by Melamed et. al., Moleceular Cell 2016 (Table S2)'. Coordinates - E. coli K12 MG1655 (NC_000913.2) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA1 name,RNA2 name,# of chimeric fragments,# of libraries,Odds Ratio,Normalized Odds Ratio,Fisher's exact test p-value,Free energy of hybridization (kcal/mol),Genomic annotation of RNA1,Genomic annotation of RNA2,RNA1 description,RNA2 description,RNA1 from,RNA1 to,RNA1 strand,RNA2 from,RNA2 to,RNA2 strand,Other fragments of RNA1,Other fragments of RNA2,Total other fragments,RNA1 in total RNA (# of reads),RNA2 in total RNA (# of reads),RNA1 IP/Total ratio,RNA2 IP/Total ratio,RNA1 EcoCyc ID,RNA2 EcoCyc ID,Code,Number
relB,cyaR,23,U,5.1,0.3,5.88E-03,-4.1,CDS,sRNA,Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor,-,1643712,1643852,-,2165166,2165224,+,214,477872,22777697,75,8713,5.9,102.6,EG10836,G0-8878,cyaR::relB,496
ybaL,cyaR,23,U,4.7,0.3,2.59E-02,-8.1,CDS,sRNA,predicted transporter with NAD(P)-binding Rossmann-fold domain,-,500476,500885,-,2165200,2165224,+,233,477872,22777678,75,8713,6.4,102.6,EG12623,G0-8878,cyaR::ybaL,538
hdeA,cyaR,91,U,2.0,0.3,1.04E-02,-8.8,CDS,sRNA,stress response protein acid-resistance protein,-,3654702,3654781,-,2165164,2165225,+,2151,477804,22775760,316,8713,13.3,102.6,EG11398,G0-8878,cyaR::hdeA,424
znuC,cyaR,57,U,2.4,0.2,2.18E-02,-7.7,CDS,sRNA,zinc transporter subunit: ATP-binding component of ABC superfamily,-,1940659,1940989,+,2165172,2165226,+,1110,477838,22776801,205,8713,10.7,102.6,G7018,G0-8878,cyaR::znuC,593
luxS,cyaR,93,U,2.1,0.2,2.14E-03,-7.8,CDS,sRNA,S-ribosylhomocysteine lyase,-,2812401,2812866,-,2165078,2165225,+,2143,477877,22775693,338,8724,12.4,102.5,EG12712,G0-8878,cyaR::luxS,444
rpsK,cyaR,225,2,4.2,0.2,3.65E-59,-11.0,CDS,sRNA,30S ribosomal subunit protein S11,-,3439807,3440072,-,2165164,2165225,+,2543,477670,22775368,881,8713,5.9,102.6,EG10910,G0-8878,cyaR::rpsK,503
aceF.lpd.IGT,cyaR,48,2,5.0,0.2,3.23E-11,-9.6,IGT,sRNA,"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2 : lipoamide dehydrogenase, E3 component is part of three enzyme complexes",-,127700,127797,+,2165181,2165224,+,462,477847,22777449,266,8713,3.6,102.6,EG10025.EG10543.IGT,G0-8878,aceF.lpd.IGT::cyaR,345
frdD,cyaR,13,U,15.7,0.2,3.53E-05,-4.0,CDS,sRNA,"fumarate reductase (anaerobic), membrane anchor subunit",-,4376793,4377188,-,2165170,2165200,+,669,28742,23226382,140,4590,9.1,11.7,EG10333,G0-8878,cyaR::frdD,399
ychH,cyaR,138,2,3.3,0.2,2.80E-24,-12.7,CDS,sRNA,predicted inner membrane protein,-,1257900,1258200,+,2165161,2165225,+,1987,477757,22775924,818,8713,4.9,102.6,EG11533,G0-8878,cyaR::ychH,545
fliC,cyaR,20,1,6.0,0.1,2.73E-03,-7.9,CDS,sRNA,flagellar filament structural protein (flagellin),-,2000839,2000936,-,2165169,2165200,+,2703,28735,23224348,382,4590,13.3,11.7,EG10321,G0-8878,cyaR::fliC,397
secG,cyaR,12,1,19.4,0.1,2.14E-05,-8.2,CDS,sRNA,preprotein translocase membrane subunit,-,3320311,3320620,-,2165167,2165198,+,501,28743,23226550,238,4590,4.0,11.7,EG12095,G0-8878,cyaR::secG,510
gcvH,cyaR,29,U,4.5,0.1,2.95E-04,-6.1,CDS,sRNA,glycine cleavage complex lipoylprotein,-,3047405,3047899,-,2165170,2165200,+,5173,28726,23221878,578,4590,16.8,11.7,EG10371,G0-8878,cyaR::gcvH,410
ryeA.yebY.IGR,cyaR,17,U,13.8,0.1,1.80E-07,-5.8,IGR,sRNA,- : predicted protein,-,1921305,1921744,+,2165167,2165200,+,999,28738,23226052,371,4590,5.1,11.7,G0-8865.G7012.IGR,G0-8878,cyaR::ryeA.yebY.IGR,6
cspC,cyaR,22,1,5.9,0.0,4.03E-04,-3.4,CDS,sRNA,"stress protein, member of the CspA-family",-,1905264,1905393,-,2165161,2165199,+,3016,28733,23224035,1115,4590,5.1,11.7,EG12204,G0-8878,cspC::cyaR,369
lpp,cyaR,152,3,1.6,0.0,3.51E-02,-5.4,CDS,sRNA,murein lipoprotein,-,1755602,1755679,+,2165164,2165224,+,4399,477743,22773512,5231,8713,1.6,102.6,EG10544,G0-8878,cyaR::lpp,440
lpp,cyaR,50,3,3.9,0.0,7.15E-10,-3.7,CDS,sRNA,murein lipoprotein,-,1755506,1755599,+,2165168,2165200,+,10263,28705,23216788,4791,4590,4.0,11.7,EG10544,G0-8878,cyaR::lpp,441
metY,cyaR,142,1,2.1,0.0,2.50E-08,-8.5,tRNA,sRNA,Met tRNA,-,3316315,3316397,-,2165176,2165225,+,3232,477753,22774679,23401,8713,0.3,102.6,EG30061,G0-8878,cyaR::metY,451
gcvB,cycA.5UTR,185,3,3.8,2.0,3.12E-42,-19.5,sRNA,5UTR,-,D-alanine/D-serine/glycine transporter,2940717,2940880,+,4427842,4428054,+,332898,3356,22919367,3365,120,185.2,55.2,G0-8867,EG12504.5UTR,cycA::gcvB,667
rplA.rplJ.IGT,cydA.5UTR,15,U,149.3,0.5,4.51E-21,-10.2,IGT,5UTR,50S ribosomal subunit protein L1 : 50S ribosomal subunit protein L10,"cytochrome d terminal oxidase, subunit I",4177643,4177813,+,770514,770565,+,3616,646,23251529,1839,121,3.7,10.2,EG10864.EG10871.IGT,EG10173.5UTR,cydA::rplA.rplJ.IGT,1674
gcvB,cysJ.5UTR,22,U,8.8,3.1,6.85E-07,-10.1,sRNA,5UTR,-,"sulfite reductase, alpha subunit, flavoprotein",2940717,2940867,+,2889901,2889955,-,333061,172,22922551,3365,9,185.2,40.3,G0-8867,EG10191.5UTR,cysJ::gcvB,668
ryfD,dbpA,10,U,56.3,0.4,4.92E-08,-2.8,other-ncRNA,CDS,-,"ATP-dependent RNA helicase, specific for 23S rRNA",2732216,2732315,-,1407588,1407606,+,25159,164,23230473,18183,11,2.6,29.6,G0-10600,EG10210,dbpA::ryfD,1085
fnrS,dcrB,10,U,169.5,3.7,1.43E-12,-2.2,sRNA,CDS,-,"periplasmic protein, predicted lipoprotein",1407152,1407178,+,3607962,3607992,+,20766,66,23234964,437,53,89.0,2.7,G0-10677,G7767,dcrB::fnrS,610
gcvB,dcyD.5UTR,15,1,19.9,1.4,4.98E-08,-12.2,sRNA,5UTR,-,"D-cysteine desulfhydrase, PLP-dependent",2940718,2940792,+,1997501,1997566,-,105074,166,23150551,2590,33,75.9,10.3,G0-8867,G7038.5UTR,dcyD::gcvB,670
ftsN,dicF,10,U,49.7,9.7,1.41E-07,-5.3,CDS,sRNA,essential cell division protein,-,4121342,4121364,-,1647463,1647463,+,337,13863,23241596,31,71,20.9,365.7,EG11529,EG31115,dicF::ftsN,596
rpoS,dicF,153,3,20.2,7.6,3.12E-131,-7.4,CDS,sRNA,"RNA polymerase, sigma S (sigma 38) factor",-,2865518,2865600,-,1647430,1647464,+,12853,13720,23229080,621,71,39.2,365.7,EG10510,EG31115,dicF::rpoS,598
ahpC.5UTR,dicF,12,U,31.0,1.2,9.23E-08,-14.1,5UTR,sRNA,"alkyl hydroperoxide reductase, C22 subunit",-,638049,638142,+,1647457,1647463,+,650,13861,23241283,312,71,4.0,365.7,EG11384.5UTR,EG31115,ahpC::dicF,595
rmf.5UTR,dicF,76,2,2.7,0.1,5.37E-07,-6.4,5UTR,sRNA,ribosome modulation factor,-,1014863,1014979,+,1647429,1647464,+,47637,13797,23194296,18428,71,4.8,365.7,EG50004.5UTR,EG31115,dicF::rmf,597
sulA.ompA.IGR,dinI,47,2,2018.9,1044.3,1.62E-128,-9.5,IGR,CDS,outer membrane protein A (3a;II*;G;d) : SOS cell division inhibitor,DNA damage-inducible protein I,1019523,1019569,-,1120424,1120627,-,335,1616,23253808,2,57,357.4,54.6,EG10984.EG10669.IGR,G6558,dinI::sulA.ompA.IGR,1678
fnrS,dinI.EST3UTR,53,3,50.8,43.5,1.34E-62,-5.7,sRNA,3UTR,-,DNA damage-inducible protein I,1407151,1407199,+,1120423,1120450,-,20723,1170,23233860,437,12,89.0,190.7,G0-10677,G6558.EST3UTR.24,dinI.3UTR::fnrS,612
gadY,dnaJ,11,U,139.2,17.3,1.17E-13,-7.2,cis_AS_with_trans_t,CDS,-,"chaperone Hsp40, co-chaperone with DnaK",3662901,3662966,+,14855,14896,+,9047,203,23246545,162,30,104.6,13.3,G0-8914,EG10240,dnaJ::gadY,646
rdlA,dppA.5UTR,13,U,11.8,3.0,1.10E-03,-5.9,cis_AS_with_trans_t,5UTR,-,dipeptide transporter,1268545,1268583,+,3705723,3705798,-,601,42443,23212749,43,520,26.7,152.8,G0-9603,EG10248.5UTR,dppA::rdlA,1681
gcvB,dppA.5UTR,3156,3,3.2,2.0,0.00E+00,-14.9,sRNA,5UTR,-,dipeptide transporter,2940716,2940889,+,3705412,3705861,-,329927,67787,22854936,3365,2082,185.2,63.8,G0-8867,EG10248.5UTR,dppA::gcvB,672
omrB,dps,42,2,11.6,0.9,3.51E-23,-6.0,sRNA,CDS,-,Fe-binding and storage protein,2974210,2974407,-,847804,847898,-,31072,2696,23221996,755,470,77.1,10.9,G0-8882,EG11415,dps::omrB,963
cpxP,dps.5UTR,13,1,11.0,0.2,2.59E-03,-11.5,CDS,5UTR,inhibitor of the cpx response; periplasmic adaptor protein,Fe-binding and storage protein,4104317,4104366,+,848124,848151,-,55660,491,23199642,657,659,158.6,1.4,G7816,EG11415.5UTR,cpxP::dps,1664
spf,dps.EST3UTR,11,U,31.6,0.2,9.55E-07,-4.9,sRNA,3UTR,-,Fe-binding and storage protein,4047962,4047968,+,847562,847597,-,23545,343,23231907,564,693,78.2,1.0,EG30098,EG11415.EST3UTR.31,dps.3UTR::spf,1194
nlpD,dsrA,9611,3,120.9,113.3,0.00E+00,-13.0,CDS,sRNA,"activator of AmiC murein hydrolase activity, lipoprotein",-,2865417,2865895,-,2023242,2023313,-,141259,12993,23091943,2903,251,97.3,168.5,EG12111,G7047,dsrA::rpoS,604
hns,dsrA,166,3,34.2,8.7,5.88E-179,-13.0,CDS,sRNA,global DNA-binding transcriptional dual regulator H-NS,-,1292023,1292183,-,2023245,2023295,-,5301,21244,23229095,387,135,26.4,296.8,EG10457,G7047,dsrA::hns,600
rbsD,dsrA,75,2,7.7,3.1,3.05E-33,-13.5,CDS,sRNA,predicted cytoplasmic sugar-binding protein,-,3931527,3931776,+,2023246,2023312,-,10070,22529,23223132,457,251,41.5,168.5,EG10817,G7047,dsrA::rbsD,605
guaA,dsrA,10,U,13.8,2.1,2.90E-02,-6.6,CDS,sRNA,GMP synthetase (glutamine aminotransferase),-,2630166,2630589,-,2023247,2023284,-,785,21400,23233611,93,135,16.0,296.8,EG10420,G7047,dsrA::guaA,599
nlpD,dsrA,123,3,3.1,1.4,1.68E-19,-10.2,CDS,sRNA,"activator of AmiC murein hydrolase activity, lipoprotein",-,2865901,2866156,-,2023246,2023311,-,40997,22481,23192205,1668,251,46.1,168.5,EG12111,G7047,dsrA::rpoS,603
micA,ecnB,36,3,4.8,0.3,2.56E-07,-6.9,sRNA,CDS,-,entericidin B membrane lipoprotein,2812823,2812873,+,4374565,4374663,+,56167,3069,23196534,1937,505,54.3,11.5,G0-8866,G0-9562,ecnB::micA,844
cyaR,ecnB,59,3,2.7,0.2,5.19E-04,-6.9,sRNA,CDS,-,entericidin B membrane lipoprotein,2165137,2165178,+,4374702,4374760,+,393572,1285,22860890,4590,293,160.5,8.6,G0-8878,G0-9562,cyaR::ecnB,388
mgrR,eptB.5UTR,55,3,32.6,9.2,8.08E-55,-12.7,sRNA,5UTR,-,"KDO phosphoethanolamine transferase, Ca(2+)-inducible",1620882,1620939,-,3708430,3708545,-,31464,1247,23223040,2003,13,29.4,187.4,G0-10671,EG12267.5UTR,eptB::mgrR,770
rpoS,etk.appA.IGR,18,U,16.9,6.3,9.33E-10,-8.5,CDS,IGR,"RNA polymerase, sigma S (sigma 38) factor",phosphoanhydride phosphorylase : cryptic autophosphorylating protein tyrosine kinase Etk,2865514,2865594,-,1041143,1041166,-,12988,1904,23240896,621,34,39.2,105.8,EG10510,EG11826.EG10049.IGR,etk.appA.IGR::rpoS,1612
ompA.5UTR,etk.appA.IGR,56,3,15.6,6.3,6.14E-39,-6.7,5UTR,IGR,outer membrane protein A (3a;II*;G;d),phosphoanhydride phosphorylase : cryptic autophosphorylating protein tyrosine kinase Etk,1019194,1019399,-,1041143,1041189,-,44773,1866,23209111,1988,34,42.2,105.8,EG10669.5UTR,EG11826.EG10049.IGR,etk.appA.IGR::ompA,1611
omrB,fabA,13,U,17.6,0.9,9.22E-06,-8.7,sRNA,CDS,-,beta-hydroxydecanoyl thioester dehydrase,2974211,2974408,-,1015563,1015661,-,31101,553,23224139,755,145,77.1,7.3,G0-8882,EG10273,fabA::omrB,965
ptsP,fadA.fre.IGR,15,U,291.7,56.6,2.06E-25,-7.7,CDS,IGR,fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein,NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),2966243,2966371,-,4025256,4025264,-,1125,1063,23253603,105,5,20.3,403.5,EG12188,EG10278.EG10334.IGR,fadA.fre.IGR::ptsP,1705
dctA,fadA.fre.IGR,19,1,116.4,25.1,4.77E-26,-4.4,CDS,IGR,"C4-dicarboxylic acid, orotate and citrate transporter",NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),3680946,3681393,-,4025256,4025264,-,3584,1059,23251144,301,5,22.4,403.5,EG20044,EG10278.EG10334.IGR,dctA::fadA.fre.IGR,1676
ompC,fadA.fre.IGR,86,2,79.6,21.0,2.12E-120,-9.4,CDS,IGR,outer membrane porin protein C,NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),2310701,2310792,-,4025256,4025273,-,25288,992,23229440,1732,5,27.4,403.5,EG10670,EG10278.EG10334.IGR,fadA.fre.IGR::ompC,1704
kgtP,fadA.fre.IGR,20,1,19.1,17.0,2.35E-12,-8.1,CDS,IGR,alpha-ketoglutarate transporter,NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),2723771,2723821,-,4025256,4025275,-,23050,1058,23231678,466,5,92.6,403.5,EG10522,EG10278.EG10334.IGR,fadA.fre.IGR::kgtP,1703
clpS,fadA.fre.IGR,21,1,123.0,15.8,8.04E-30,-6.8,CDS,IGR,regulatory protein for ClpA substrate specificity,NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),922051,922410,+,4025256,4025274,-,3755,1057,23250973,528,5,13.4,403.5,G6463,EG10278.EG10334.IGR,clpS::fadA.fre.IGR,1661
sucA,fadA.fre.IGR,33,1,121.2,15.5,1.79E-49,-10.4,CDS,IGR,"2-oxoglutarate decarboxylase, thiamin-requiring",NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),757804,758160,+,4025256,4025264,-,6056,1045,23248672,859,5,13.3,403.5,EG10979,EG10278.EG10334.IGR,fadA.fre.IGR::sucA,1708
sodB,fadA.fre.IGR,12,U,109.3,8.6,3.12E-14,-4.5,CDS,IGR,"superoxide dismutase, Fe",NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),1733384,1733460,+,4025257,4025263,-,2394,1066,23252334,550,5,8.2,403.5,EG10954,EG10278.EG10334.IGR,fadA.fre.IGR::sodB,1707
raiA,fadA.fre.IGR,18,U,6.7,1.5,4.01E-03,-9.7,CDS,IGR,cold shock protein associated with 30S ribosomal subunit,NAD(P)H-flavin reductase : 3-ketoacyl-CoA thiolase (thiolase I),2735280,2735454,+,4025256,4025274,-,59181,1060,23195547,4884,5,22.7,403.5,EG11151,EG10278.EG10334.IGR,fadA.fre.IGR::raiA,1706
rybB,fadL,27,1,39.7,25.0,1.31E-26,-12.5,sRNA,CDS,-,long-chain fatty acid outer membrane transporter,887245,887280,-,2459352,2459387,+,27894,566,23227319,48,16,1088.6,69.4,G0-8880,EG10280,fadL::rybB,1065
hupB.5UTR,fbaB.gatY.IGR,41,1,4.9,4.9,2.32E-09,-8.2,5UTR,IGR,"HU, DNA-binding transcriptional regulator, beta subunit","D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit : fructose-bisphosphate aldolase class I",460608,460684,+,2175342,2175378,-,42673,4505,23208587,381,82,209.8,103.7,EG10467.5UTR,G7129.EG12419.IGR,fbaB.gatY.IGR::hupB,1736
fbaB,fbaB.gatY.IGR,33,U,51.5,2.5,1.73E-37,-8.7,CDS,IGR,fructose-bisphosphate aldolase class I,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit : fructose-bisphosphate aldolase class I",2176373,2176628,-,2175343,2175417,-,2250,6620,23246903,370,277,11.5,44.9,G7129,G7129.EG12419.IGR,fbaB::fbaB.gatY.IGR,1690
sucD.EST3UTR,fdoG,1856,3,10.2,1.5,0.00E+00,-8.1,3UTR,CDS,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit","formate dehydrogenase-O, large subunit",763958,764343,+,4083501,4083964,-,167374,25066,23061510,6704,1509,47.2,33.4,EG10982.EST3UTR.23,EG11858,fdoG::sucD.3UTR,1514
sucD,fdoG,31,U,5.6,0.2,2.41E-07,-8.7,CDS,CDS,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit","formate dehydrogenase-O, large subunit",764157,764319,+,4083310,4083394,-,163039,779,23091957,6311,170,48.4,8.9,EG10982,EG11858,fdoG::sucD,1691
gatC,flgL.EST3UTR,25,2,24.6,2.9,2.29E-19,-5.1,CDS,3UTR,galactitol-specific enzyme IIC component of PTS,flagellar hook-filament junction protein,2171061,2171100,-,1140259,1140287,+,1293,18271,23236217,202,124,12.2,276.1,EG12416,EG11545.EST3UTR.52,flgL.3UTR::gatC,1461
dps,flgL.EST3UTR,31,1,3.6,0.5,1.55E-02,-3.9,CDS,3UTR,Fe-binding and storage protein,flagellar hook-filament junction protein,848025,848140,-,1140263,1140287,+,10970,18265,23226540,1489,124,13.8,276.1,EG11415,EG11545.EST3UTR.52,dps::flgL.3UTR,1460
yfgM,fliC.fliA.IGR,22,2,69.8,13.6,5.14E-26,-3.1,CDS,IGR,"conserved protein, UPF0070 family","RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",2637027,2637095,-,1999936,1999943,-,452,16200,23239132,43,144,20.6,210.8,G7321,EG10321.EG11355.IGR,fliC.fliA.IGR::yfgM,1698
putP,fliC.fliA.IGR,15,U,9.7,9.7,6.00E-04,-3.1,CDS,IGR,proline:sodium symporter,"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",1078510,1078535,+,1999935,1999937,-,2207,16207,23237377,23,144,180.8,210.8,EG10802,EG10321.EG11355.IGR,fliC.fliA.IGR::putP,1695
fliC,fliC.fliA.IGR,66,2,24.4,6.6,4.35E-59,-7.9,CDS,IGR,flagellar filament structural protein (flagellin),"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",2001204,2001397,-,1999936,1999986,-,3896,16156,23235688,264,144,28.1,210.8,EG10321,EG10321.EG11355.IGR,fliC::fliC.fliA.IGR,1693
aceF,fliC.fliA.IGR,12,U,121.1,5.9,1.70E-14,-6.3,CDS,IGR,"pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2","RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",127532,127562,+,1999937,2000080,-,104,22134,23233556,37,448,5.9,92.5,EG10025,EG10321.EG11355.IGR,aceF::fliC.fliA.IGR,1582
mglB,fliC.fliA.IGR,14,U,12.6,5.2,9.02E-05,-4.2,CDS,IGR,methyl-galactoside transporter subunit,"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",2238320,2238391,-,1999935,1999952,-,1590,16208,23237994,69,144,43.5,210.8,EG10593,EG10321.EG11355.IGR,fliC.fliA.IGR::mglB,1694
fliC,fliC.fliA.IGR,29,2,4.7,2.5,6.33E-05,-4.8,CDS,IGR,flagellar filament structural protein (flagellin),"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",2001516,2001701,-,1999935,1999987,-,8784,16193,23230800,302,144,54.6,210.8,EG10321,EG10321.EG11355.IGR,fliC::fliC.fliA.IGR,1692
ynaJ,fliC.fliA.IGR,17,U,49.5,1.6,1.76E-16,-2.0,CDS,IGR,"predicted inner membrane protein, DUF2534 family","RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",1395566,1395627,+,1999935,1999943,-,493,16205,23239091,281,144,3.4,210.8,G6668,EG10321.EG11355.IGR,fliC.fliA.IGR::ynaJ,1699
rpsS,fliC.fliA.IGR,14,1,14.1,0.6,2.07E-05,-3.8,CDS,IGR,30S ribosomal subunit protein S19,"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",3448205,3448378,-,1999935,1999941,-,1419,16208,23238165,610,144,4.4,210.8,EG10918,EG10321.EG11355.IGR,fliC.fliA.IGR::rpsS,1697
raiA,fliC.fliA.IGR,21,U,6.3,0.4,3.85E-04,-5.9,CDS,IGR,cold shock protein associated with 30S ribosomal subunit,"RNA polymerase, sigma 28 (sigma F) factor : flagellar filament structural protein (flagellin)",2735281,2735383,+,1999936,1999953,-,4770,16201,23234814,1353,144,6.6,210.8,EG11151,EG10321.EG11355.IGR,fliC.fliA.IGR::raiA,1696
gcvB,fliY.fliZ.IGT,18,2,8.6,2.0,8.06E-05,-4.1,sRNA,IGT,-,cystine transporter subunit : RpoS antagonist; putative regulator of FliA activity,2940718,2940775,+,1998403,1998465,-,105071,460,23150257,2590,26,75.9,34.4,G0-8867,G7039.EG11356.IGT,fliY.fliZ.IGT::gcvB,675
iscR.5UTR,fnrS,1117,3,76.5,22.1,0.00E+00,-12.3,5UTR,sRNA,DNA-binding transcriptional repressor,-,2659805,2660290,-,1407179,1407273,+,4024,84008,23166657,320,1108,30.1,143.8,G7326.5UTR,G0-10677,fnrS::iscR,621
ytfK,fnrS,6760,3,15.1,14.2,0.00E+00,-17.0,CDS,sRNA,"conserved protein, DUF1107 family",-,4437469,4437870,+,1407171,1407275,+,131234,78365,23039447,2645,1108,97.6,143.8,G7872,G0-10677,fnrS::ytfK,643
ydcS.5UTR,fnrS,34,1,10.3,9.1,4.51E-16,-14.1,5UTR,sRNA,"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog",-,1509620,1509692,+,1407180,1407273,+,896,85091,23169785,18,1108,96.7,143.8,G6751.5UTR,G0-10677,fnrS::ydcS,635
fadM,fnrS,14,U,20.2,7.1,2.77E-07,-15.2,CDS,sRNA,long-chain acyl-CoA thioesterase III,-,463598,463620,+,1407241,1407271,+,200,80340,23175252,10,671,40.0,224.1,G6244,G0-10677,fadM::fnrS,613
maeA,fnrS,119,3,35.1,5.5,4.95E-126,-9.8,CDS,sRNA,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",-,1553701,1553765,-,1407181,1407274,+,925,85006,23169756,119,1108,16.4,143.8,EG10948,G0-10677,fnrS::maeA,623
folX,fnrS,17,U,12.6,4.6,8.77E-07,-6.7,CDS,sRNA,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",-,2419321,2419399,+,1407192,1407273,+,367,85108,23170314,18,1108,39.9,143.8,G7195,G0-10677,fnrS::folX,614
grxD.5UTR,fnrS,27,1,15.3,3.0,6.85E-16,-16.5,5UTR,sRNA,glutaredoxin-4,-,1732105,1732159,-,1407183,1407273,+,479,85098,23170202,45,1108,21.0,143.8,EG12181.5UTR,G0-10677,fnrS::grxD,617
yobA,fnrS,67,3,3.4,2.6,3.90E-10,-13.6,CDS,sRNA,conserved protein,-,1922708,1923044,-,1407186,1407273,+,5377,85058,23165304,128,1108,79.6,143.8,G7014,G0-10677,fnrS::yobA,639
trmJ,fnrS,42,3,11.3,1.9,1.47E-22,-8.5,CDS,sRNA,"tRNA mC32/mU32 methyltransferase, SAM-dependent",-,2661324,2661370,-,1407178,1407273,+,1008,85083,23169673,113,1108,17.4,143.8,G7327,G0-10677,fnrS::trmJ,631
hflX.hflK.IGT,fnrS,86,2,3.9,1.7,1.83E-18,-14.4,IGT,sRNA,"GTPase, stimulated by 50S subunit binding : modulator for HflB protease specific for phage lambda cII repressor",-,4399906,4400092,+,1407180,1407273,+,5945,85039,23164736,245,1108,46.1,143.8,EG10437.EG10436.IGT,G0-10677,fnrS::hflX.hflK.IGT,619
sodB.5UTR,fnrS,62,2,20.5,1.6,4.48E-50,-7.1,5UTR,sRNA,"superoxide dismutase, Fe",-,1733346,1733399,+,1407186,1407273,+,825,85063,23169856,207,1108,8.0,143.8,EG10954.5UTR,G0-10677,fnrS::sodB,626
tsaC,fnrS,24,U,4.4,1.4,2.11E-02,-10.1,CDS,sRNA,-,-,3429028,3429477,-,1407199,1407274,+,1477,85101,23169204,84,1108,33.4,143.8,G7698,G0-10677,fnrS::tsaC,633
dcuA.5UTR,fnrS,33,1,6.2,1.3,4.82E-09,-11.6,5UTR,sRNA,C4-dicarboxylate antiporter,-,4364826,4364874,-,1407223,1407273,+,1548,80321,23173904,131,671,22.6,224.1,EG11225.5UTR,G0-10677,dcuA::fnrS,611
sucC,fnrS,33,U,7.0,0.6,1.47E-10,-8.2,CDS,sRNA,"succinyl-CoA synthetase, beta subunit",-,762401,762491,+,1407231,1407274,+,1365,80321,23174087,278,671,9.4,224.1,EG10981,G0-10677,fnrS::sucC,628
gltA,fnrS,32,1,4.6,0.6,2.11E-05,-13.3,CDS,sRNA,citrate synthase,-,752613,752797,-,1407177,1407273,+,1884,85093,23168797,281,1108,12.8,143.8,EG10402,G0-10677,fnrS::gltA,616
tnaA,fnrS,27,U,4.4,0.1,2.43E-03,-10.8,CDS,sRNA,"tryptophanase/L-cysteine desulfhydrase, PLP-dependent",-,3888010,3888177,+,1407251,1407273,+,1763,80327,23173689,1082,671,3.1,224.1,EG11005,G0-10677,fnrS::tnaA,629
rybB,ftsI,247,3,11.0,3.9,1.07E-154,-11.6,sRNA,CDS,-,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),887226,887282,-,92522,92797,+,27674,18759,23209126,48,972,1088.6,36.6,G0-8880,EG10341,ftsI::rybB,1068
micA,ftsX,14,2,29.6,8.4,1.62E-09,-15.4,sRNA,CDS,-,predicted transporter subunit: membrane component of ABC superfamily,2812823,2812858,+,3599368,3599371,-,56189,195,23199408,1937,6,54.3,65.2,G0-8866,EG10345,ftsX::micA,849
allR,ftsZ,26,1,7.1,1.3,1.85E-07,-8.5,CDS,CDS,DNA-binding transcriptional repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced,GTP-binding tubulin-like cell division protein,532855,533048,+,105207,105699,+,14521,5877,23235382,498,313,54.7,35.3,G6276,EG10347,allR::ftsZ,1607
sdsR,fumC,11,3,16.4,1.2,8.40E-04,-8.9,sRNA,CDS,-,"fumarate hydratase (fumarase C),aerobic Class II",1921209,1921230,-,1684364,1684754,-,6659,2340,23246796,406,174,30.7,25.3,G0-8883,EG10358,fumC::sdsR,1122
